filename,width,height,class,xmin,ymin,xmax,ymax
image_000005_001.jpg,640,360,not_coming,506,95,590,134
pos_image_000005_158.jpg,640,360,oncoming_car,329,86,357,105
pos_image_000004_073.jpg,640,360,not_coming,440,44,573,142
pos_image_000004_073.jpg,640,360,oncoming_car,345,78,422,132
pos_image_000004_137.jpg,640,360,oncoming_car,325,71,368,103
pos_image_000005_367.jpg,640,360,oncoming_car,330,88,355,105
image_000005_003.jpg,640,360,oncoming_car,448,79,567,144
pos_image_000004_105.jpg,640,360,oncoming_car,392,61,565,167
pos_image_000004_005.jpg,640,360,oncoming_car,343,80,371,102
pos_image_000005_029.jpg,640,360,oncoming_car,404,86,466,126
pos_image_000005_029.jpg,640,360,oncoming_car,321,80,372,111
pos_image_000004_016.jpg,640,360,oncoming_car,334,84,360,100
pos_image_000005_058.jpg,640,360,oncoming_car,359,73,457,134
pos_image_000005_428.jpg,640,360,not_coming,288,83,317,107
pos_image_000005_428.jpg,640,360,oncoming_car,366,78,401,108
pos_image_000005_428.jpg,640,360,oncoming_car,325,79,359,105
pos_image_000005_428.jpg,640,360,oncoming_car,459,64,592,136
pos_image_000004_120.jpg,640,360,oncoming_car,331,87,358,106
Larkspur6_018.jpg,640,360,not_coming,265,101,308,132
Larkspur6_018.jpg,640,360,not_coming,433,104,493,138
Larkspur6_018.jpg,640,360,oncoming_car,334,101,387,134
pos_image_000003_072.jpg,640,360,oncoming_car,440,70,640,273
pos_image_000004_143.jpg,640,360,oncoming_car,307,82,353,109
pos_image_000003_067.jpg,640,360,oncoming_car,395,70,581,194
pos_image_000003_071.jpg,640,360,oncoming_car,435,54,640,269
pos_image_000004_033.jpg,640,360,not_coming,473,65,625,141
pos_image_000004_033.jpg,640,360,oncoming_car,315,83,366,112
pos_image_000005_408.jpg,640,360,not_coming,270,90,308,113
pos_image_000005_408.jpg,640,360,oncoming_car,331,86,366,108
pos_image_000005_408.jpg,640,360,oncoming_car,382,85,429,115
pos_image_000005_303.jpg,640,360,not_coming,70,75,264,185
pos_image_000005_303.jpg,640,360,oncoming_car,313,70,355,109
pos_image_000005_303.jpg,640,360,oncoming_car,370,83,421,111
pos_image_000005_303.jpg,640,360,oncoming_car,484,77,640,166
pos_image_000005_163.jpg,640,360,oncoming_car,351,83,380,104
Larkspur6_001.jpg,640,360,not_coming,190,89,292,159
Larkspur6_001.jpg,640,360,oncoming_car,327,96,357,124
Larkspur6_001.jpg,640,360,oncoming_car,362,82,498,163
pos_image_000005_422.jpg,640,360,not_coming,274,76,315,104
pos_image_000005_422.jpg,640,360,oncoming_car,330,83,364,103
pos_image_000005_422.jpg,640,360,oncoming_car,477,82,629,164
pos_image_000004_169.jpg,640,360,oncoming_car,353,73,402,110
pos_image_000005_523.jpg,640,360,oncoming_car,504,75,640,176
pos_image_000005_464.jpg,640,360,oncoming_car,390,80,464,120
pos_image_000005_452.jpg,640,360,oncoming_car,380,79,414,104
pos_image_000005_452.jpg,640,360,oncoming_car,427,72,504,115
pos_image_000005_538.jpg,640,360,oncoming_car,462,68,590,136
Dec10_157.jpg,640,360,not_coming,308,86,352,114
pos_image_000005_133.jpg,640,360,oncoming_car,308,63,370,110
pos_image_000003_012.jpg,640,360,oncoming_car,321,81,348,103
pos_image_000004_065.jpg,640,360,not_coming,460,58,595,137
pos_image_000004_065.jpg,640,360,oncoming_car,355,71,420,117
pos_image_000004_178.jpg,640,360,oncoming_car,353,77,401,115
Dec10_186.jpg,640,360,not_coming,260,93,316,132
pos_image_000005_446.jpg,640,360,oncoming_car,316,80,345,103
pos_image_000005_446.jpg,640,360,oncoming_car,367,84,401,104
pos_image_000005_446.jpg,640,360,oncoming_car,425,74,507,121
pos_image_000005_017.jpg,640,360,oncoming_car,280,83,331,113
image_000030_002.jpg,640,360,not_coming,391,95,442,135
image_000030_002.jpg,640,360,oncoming_car,332,82,370,122
Dec10_322.jpg,640,360,not_coming,355,84,411,132
pos_image_000004_219.jpg,640,360,oncoming_car,289,72,329,103
pos_image_000005_244.jpg,640,360,oncoming_car,344,79,402,116
pos_image_000005_102.jpg,640,360,oncoming_car,311,80,340,102
pos_image_000005_045.jpg,640,360,oncoming_car,336,82,395,114
pos_image_000005_045.jpg,640,360,oncoming_car,477,72,640,162
image_000005_002.jpg,640,360,oncoming_car,328,80,364,111
pos_image_000005_380.jpg,640,360,not_coming,197,76,294,155
pos_image_000005_380.jpg,640,360,oncoming_car,344,82,377,104
pos_image_000005_380.jpg,640,360,oncoming_car,508,66,640,164
image_000043_011.jpg,640,360,not_coming,388,91,453,129
pos_image_000004_229.jpg,640,360,oncoming_car,281,86,314,106
pos_image_000001_017.jpg,640,360,oncoming_car,247,68,315,122
pos_image_000004_148.jpg,640,360,oncoming_car,341,79,391,108
pos_image_000005_423.jpg,640,360,not_coming,266,80,310,111
pos_image_000005_423.jpg,640,360,oncoming_car,324,83,357,106
pos_image_000005_423.jpg,640,360,oncoming_car,464,77,610,157
pos_image_000005_414.jpg,640,360,not_coming,164,68,278,157
pos_image_000005_414.jpg,640,360,not_coming,289,87,314,106
pos_image_000005_414.jpg,640,360,oncoming_car,327,82,356,106
pos_image_000005_414.jpg,640,360,oncoming_car,372,84,411,109
pos_image_000005_414.jpg,640,360,oncoming_car,508,61,639,170
pos_image_000003_046.jpg,640,360,oncoming_car,316,75,393,122
image_000000_006.jpg,640,360,not_coming,10,34,223,189
pos_image_000005_116.jpg,640,360,oncoming_car,298,75,337,108
pos_image_000005_003.jpg,640,360,oncoming_car,158,92,241,127
pos_image_000003_022.jpg,640,360,oncoming_car,327,76,359,106
pos_image_000004_051.jpg,640,360,not_coming,389,86,449,121
pos_image_000004_051.jpg,640,360,oncoming_car,328,78,376,115
pos_image_000003_011.jpg,640,360,oncoming_car,314,87,341,107
pos_image_000005_502.jpg,640,360,oncoming_car,342,85,372,107
pos_image_000005_502.jpg,640,360,oncoming_car,442,69,558,145
Dec10_043.jpg,640,360,not_coming,88,79,205,150
pos_image_000005_183.jpg,640,360,oncoming_car,324,82,370,109
pos_image_000005_043.jpg,640,360,oncoming_car,330,82,389,119
pos_image_000005_043.jpg,640,360,oncoming_car,456,74,605,154
pos_image_000004_121.jpg,640,360,oncoming_car,324,81,351,102
pos_image_000003_020.jpg,640,360,oncoming_car,329,71,361,100
pos_image_000005_338.jpg,640,360,not_coming,91,71,269,190
pos_image_000005_338.jpg,640,360,oncoming_car,310,23,421,122
pos_image_000005_338.jpg,640,360,oncoming_car,525,65,640,159
pos_image_000005_460.jpg,640,360,oncoming_car,391,81,459,126
Dec10_141.jpg,640,360,not_coming,460,74,640,218
image_000005_006.jpg,640,360,not_coming,145,76,216,113
image_000005_006.jpg,640,360,oncoming_car,296,76,339,111
image_000012_012.jpg,640,360,oncoming_car,418,81,547,155
pos_image_000004_156.jpg,640,360,oncoming_car,339,69,400,106
Dec10_239.jpg,640,360,not_coming,8,58,157,125
pos_image_000004_095.jpg,640,360,oncoming_car,349,70,425,121
Larkspur_010.jpg,640,360,not_coming,503,85,640,192
Larkspur_010.jpg,640,360,oncoming_car,343,86,463,178
pos_image_000004_147.jpg,640,360,oncoming_car,330,78,387,110
image_000024_009.jpg,640,360,oncoming_car,348,82,441,129
pos_image_000005_094.jpg,640,360,oncoming_car,483,58,640,161
image_000030_003.jpg,640,360,not_coming,458,98,541,136
pos_image_000005_563.jpg,640,360,oncoming_car,466,80,625,165
pos_image_000005_021.jpg,640,360,oncoming_car,311,80,362,110
pos_image_000001_010.jpg,640,360,oncoming_car,282,79,314,101
pos_image_000001_008.jpg,640,360,oncoming_car,303,81,336,106
pos_image_000004_115.jpg,640,360,oncoming_car,321,88,344,103
image_000020_007.jpg,640,360,not_coming,429,93,510,145
pos_image_000005_444.jpg,640,360,oncoming_car,326,84,351,106
pos_image_000005_444.jpg,640,360,oncoming_car,368,86,404,109
pos_image_000005_444.jpg,640,360,oncoming_car,430,82,516,135
image_000035_013.jpg,640,360,not_coming,411,87,509,153
pos_image_000005_036.jpg,640,360,oncoming_car,322,83,373,110
pos_image_000005_036.jpg,640,360,oncoming_car,418,76,506,134
Dec10_111.jpg,640,360,not_coming,366,88,437,138
Dec10_083.jpg,640,360,not_coming,241,91,303,141
pos_image_000005_542.jpg,640,360,oncoming_car,438,77,538,138
pos_image_000005_387.jpg,640,360,not_coming,230,80,301,128
pos_image_000005_387.jpg,640,360,oncoming_car,336,81,382,107
pos_image_000005_387.jpg,640,360,oncoming_car,472,78,640,165
pos_image_000005_177.jpg,640,360,oncoming_car,319,80,358,106
pos_image_000005_147.jpg,640,360,oncoming_car,340,17,474,117
Dec10_199.jpg,640,360,not_coming,372,79,464,146
Dec10_199.jpg,640,360,not_coming,249,88,310,139
image_000005_005.jpg,640,360,not_coming,257,69,317,121
image_000005_005.jpg,640,360,oncoming_car,359,64,460,132
pos_image_000004_079.jpg,640,360,oncoming_car,367,64,476,134
pos_image_000005_530.jpg,640,360,oncoming_car,479,70,640,163
image_000025_013.jpg,640,360,not_coming,495,101,631,192
image_000025_013.jpg,640,360,oncoming_car,337,88,373,121
pos_image_000005_041.jpg,640,360,oncoming_car,330,80,385,120
pos_image_000005_041.jpg,640,360,oncoming_car,442,74,569,148
pos_image_000005_267.jpg,640,360,oncoming_car,372,68,490,146
pos_image_000005_321.jpg,640,360,not_coming,4,73,218,230
pos_image_000005_321.jpg,640,360,not_coming,259,73,314,120
pos_image_000005_321.jpg,640,360,oncoming_car,337,61,395,111
pos_image_000005_321.jpg,640,360,oncoming_car,411,82,496,133
pos_image_000005_513.jpg,640,360,oncoming_car,478,72,640,170
pos_image_000005_264.jpg,640,360,oncoming_car,367,73,469,132
image_000031_013.jpg,640,360,not_coming,421,109,464,133
image_000031_013.jpg,640,360,not_coming,503,112,597,167
image_000031_013.jpg,640,360,oncoming_car,313,90,342,117
pos_image_000004_215.jpg,640,360,oncoming_car,310,78,348,102
pos_image_000005_529.jpg,640,360,oncoming_car,476,68,640,155
pos_image_000005_314.jpg,640,360,not_coming,88,37,299,186
pos_image_000005_314.jpg,640,360,oncoming_car,342,55,392,105
pos_image_000005_314.jpg,640,360,oncoming_car,414,73,474,113
pos_image_000004_122.jpg,640,360,oncoming_car,325,89,352,105
Dec10_085.jpg,640,360,not_coming,563,77,616,144
Dec10_085.jpg,640,360,not_coming,254,93,302,131
Dec10_120.jpg,640,360,not_coming,332,93,367,118
Dec10_191.jpg,640,360,not_coming,55,70,268,207
Dec10_191.jpg,640,360,not_coming,298,95,342,126
pos_image_000001_013.jpg,640,360,oncoming_car,245,66,298,105
image_000052_001.jpg,640,360,oncoming_car,344,98,372,116
pos_image_000005_218.jpg,640,360,oncoming_car,303,3,492,137
pos_image_000005_431.jpg,640,360,not_coming,590,99,638,140
pos_image_000005_431.jpg,640,360,oncoming_car,329,88,364,107
pos_image_000005_431.jpg,640,360,oncoming_car,371,88,403,108
pos_image_000005_431.jpg,640,360,oncoming_car,465,71,580,147
pos_image_000005_008.jpg,640,360,oncoming_car,227,81,294,112
pos_image_000004_224.jpg,640,360,oncoming_car,263,68,296,95
pos_image_000005_223.jpg,640,360,oncoming_car,386,52,637,203
pos_image_000005_223.jpg,640,360,oncoming_car,329,19,392,112
Larkspur_009.jpg,640,360,oncoming_car,351,91,468,169
image_000021_006.jpg,640,360,not_coming,426,101,466,128
Dec10_153.jpg,640,360,not_coming,326,83,379,115
pos_image_000005_390.jpg,640,360,not_coming,263,82,314,116
pos_image_000005_390.jpg,640,360,oncoming_car,350,80,384,105
pos_image_000005_390.jpg,640,360,oncoming_car,456,80,599,150
pos_image_000005_088.jpg,640,360,oncoming_car,419,75,525,129
image_000032_011.jpg,640,360,oncoming_car,348,75,417,129
Dec10_325.jpg,640,360,not_coming,341,89,384,124
pos_image_000004_177.jpg,640,360,oncoming_car,360,76,411,111
Dec10_357.jpg,640,360,not_coming,348,89,461,160
pos_image_000005_435.jpg,640,360,oncoming_car,320,82,352,107
pos_image_000005_435.jpg,640,360,oncoming_car,368,86,396,106
pos_image_000005_435.jpg,640,360,oncoming_car,445,79,547,145
pos_image_000004_054.jpg,640,360,oncoming_car,331,78,382,110
pos_image_000005_125.jpg,640,360,oncoming_car,301,65,349,108
image_000045_010.jpg,640,360,oncoming_car,270,90,312,117
pos_image_000005_049.jpg,640,360,oncoming_car,353,76,419,119
pos_image_000004_030.jpg,640,360,oncoming_car,321,81,368,103
pos_image_000005_296.jpg,640,360,oncoming_car,389,86,418,111
pos_image_000005_296.jpg,640,360,oncoming_car,329,74,369,106
pos_image_000005_296.jpg,640,360,oncoming_car,445,78,559,150
image_000038_007.jpg,640,360,oncoming_car,157,68,339,170
pos_image_000005_546.jpg,640,360,oncoming_car,425,85,513,136
pos_image_000005_202.jpg,640,360,oncoming_car,322,82,346,106
pos_image_000003_032.jpg,640,360,oncoming_car,322,74,374,112
pos_image_000005_388.jpg,640,360,not_coming,239,82,300,124
pos_image_000005_388.jpg,640,360,oncoming_car,335,81,376,107
pos_image_000005_388.jpg,640,360,oncoming_car,452,76,625,149
pos_image_000003_068.jpg,640,360,oncoming_car,388,72,602,196
pos_image_000003_037.jpg,640,360,oncoming_car,330,75,396,112
pos_image_000005_322.jpg,640,360,not_coming,64,70,241,176
pos_image_000005_322.jpg,640,360,not_coming,262,65,312,115
pos_image_000005_322.jpg,640,360,oncoming_car,331,57,392,112
pos_image_000005_322.jpg,640,360,oncoming_car,416,82,503,139
pos_image_000005_013.jpg,640,360,oncoming_car,256,73,315,101
pos_image_000004_104.jpg,640,360,oncoming_car,371,57,525,150
pos_image_000004_057.jpg,640,360,not_coming,478,56,626,139
pos_image_000004_057.jpg,640,360,oncoming_car,328,74,394,118
pos_image_000004_131.jpg,640,360,oncoming_car,341,80,372,107
pos_image_000004_199.jpg,640,360,oncoming_car,316,92,353,117
Dec10_194.jpg,640,360,not_coming,195,74,298,157
pos_image_000004_129.jpg,640,360,oncoming_car,340,83,370,102
image_000023_012.jpg,640,360,oncoming_car,301,97,319,112
image_000043_013.jpg,640,360,oncoming_car,284,82,338,121
pos_image_000004_076.jpg,640,360,oncoming_car,348,78,431,140
pos_image_000005_494.jpg,640,360,oncoming_car,355,82,379,103
pos_image_000005_494.jpg,640,360,oncoming_car,418,71,522,128
Dec10_360.jpg,640,360,not_coming,575,158,638,222
Dec10_360.jpg,640,360,not_coming,315,90,387,142
pos_image_000003_065.jpg,640,360,oncoming_car,384,76,540,175
pos_image_000005_255.jpg,640,360,oncoming_car,346,77,409,124
image_000047_003.jpg,640,360,not_coming,368,97,410,122
pos_image_000005_433.jpg,640,360,oncoming_car,336,87,364,106
pos_image_000005_433.jpg,640,360,oncoming_car,379,87,406,107
pos_image_000005_433.jpg,640,360,oncoming_car,458,78,571,149
pos_image_000005_383.jpg,640,360,not_coming,107,71,291,198
pos_image_000005_383.jpg,640,360,oncoming_car,350,82,389,106
pos_image_000005_383.jpg,640,360,oncoming_car,508,70,640,155
pos_image_000003_070.jpg,640,360,oncoming_car,423,66,640,253
pos_image_000004_018.jpg,640,360,oncoming_car,320,88,352,109
pos_image_000005_480.jpg,640,360,oncoming_car,392,74,464,115
Dec10_310.jpg,640,360,not_coming,558,77,640,212
Dec10_310.jpg,640,360,not_coming,130,77,172,132
image_000025_012.jpg,640,360,oncoming_car,284,85,345,129
pos_image_000004_194.jpg,640,360,oncoming_car,342,93,385,122
pos_image_000005_317.jpg,640,360,not_coming,189,64,292,137
pos_image_000005_317.jpg,640,360,oncoming_car,325,58,382,109
pos_image_000005_317.jpg,640,360,oncoming_car,400,84,467,129
pos_image_000005_238.jpg,640,360,oncoming_car,344,80,395,119
pos_image_000005_238.jpg,640,360,oncoming_car,391,81,436,109
Dec10_319.jpg,640,360,not_coming,367,86,450,142
Dec10_032.jpg,640,360,not_coming,222,75,303,146
pos_image_000004_075.jpg,640,360,not_coming,421,55,460,111
pos_image_000004_075.jpg,640,360,oncoming_car,345,67,428,132
pos_image_000005_326.jpg,640,360,not_coming,17,75,224,205
pos_image_000005_326.jpg,640,360,not_coming,257,81,299,110
pos_image_000005_326.jpg,640,360,oncoming_car,308,50,375,113
pos_image_000005_326.jpg,640,360,oncoming_car,407,76,512,138
Larkspur2_011.jpg,640,360,oncoming_car,305,99,325,118
pos_image_000005_155.jpg,640,360,oncoming_car,328,4,621,145
image_000047_001.jpg,640,360,oncoming_car,291,95,316,115
Dec10_339.jpg,640,360,not_coming,435,79,640,241
pos_image_000005_068.jpg,640,360,oncoming_car,414,52,640,234
Dec10_075.jpg,640,360,not_coming,7,17,221,269
image_000001_010.jpg,640,360,not_coming,414,87,465,122
pos_image_000005_407.jpg,640,360,not_coming,266,82,315,108
pos_image_000005_407.jpg,640,360,oncoming_car,337,77,372,106
pos_image_000005_407.jpg,640,360,oncoming_car,389,79,440,115
pos_image_000004_004.jpg,640,360,oncoming_car,338,85,365,102
image_000043_012.jpg,640,360,oncoming_car,322,89,367,125
pos_image_000004_153.jpg,640,360,oncoming_car,341,74,391,110
pos_image_000005_138.jpg,640,360,oncoming_car,357,51,424,111
pos_image_000004_047.jpg,640,360,oncoming_car,330,82,384,121
pos_image_000005_065.jpg,640,360,oncoming_car,379,66,579,173
pos_image_000005_318.jpg,640,360,not_coming,211,62,295,128
pos_image_000005_318.jpg,640,360,oncoming_car,322,52,376,105
pos_image_000005_318.jpg,640,360,oncoming_car,396,77,470,120
pos_image_000005_455.jpg,640,360,oncoming_car,382,81,411,105
pos_image_000005_455.jpg,640,360,oncoming_car,425,77,494,122
pos_image_000005_534.jpg,640,360,oncoming_car,467,74,620,151
image_000058_001.jpg,640,360,not_coming,284,90,345,126
pos_image_000005_044.jpg,640,360,oncoming_car,321,82,386,117
pos_image_000005_044.jpg,640,360,oncoming_car,461,67,617,156
Dec10_155.jpg,640,360,not_coming,328,83,371,113
pos_image_000005_340.jpg,640,360,not_coming,193,77,288,153
pos_image_000005_340.jpg,640,360,oncoming_car,318,16,432,117
pos_image_000005_141.jpg,640,360,oncoming_car,332,51,411,134
Dec10_007.jpg,640,360,not_coming,5,112,52,141
Dec10_007.jpg,640,360,not_coming,360,89,406,123
pos_image_000004_155.jpg,640,360,oncoming_car,347,75,403,110
pos_image_000005_459.jpg,640,360,oncoming_car,369,87,403,111
pos_image_000005_459.jpg,640,360,oncoming_car,409,82,479,133
pos_image_000005_159.jpg,640,360,oncoming_car,327,81,354,99
pos_image_000005_015.jpg,640,360,oncoming_car,259,77,307,108
pos_image_000005_082.jpg,640,360,oncoming_car,371,84,430,116
pos_image_000005_219.jpg,640,360,oncoming_car,319,7,489,122
pos_image_000004_138.jpg,640,360,oncoming_car,318,78,363,112
Dec10_041.jpg,640,360,not_coming,9,83,163,165
Dec10_041.jpg,640,360,not_coming,337,95,368,121
Larkspur7_019.jpg,640,360,oncoming_car,356,85,482,165
pos_image_000004_119.jpg,640,360,oncoming_car,331,81,357,99
pos_image_000005_151.jpg,640,360,oncoming_car,307,5,498,128
pos_image_000003_061.jpg,640,360,oncoming_car,369,76,491,146
pos_image_000004_176.jpg,640,360,oncoming_car,371,74,420,102
pos_image_000004_216.jpg,640,360,oncoming_car,311,79,352,104
pos_image_000005_409.jpg,640,360,not_coming,266,86,302,108
pos_image_000005_409.jpg,640,360,oncoming_car,321,81,359,111
pos_image_000005_409.jpg,640,360,oncoming_car,373,81,417,112
Dec10_112.jpg,640,360,not_coming,363,87,428,131
pos_image_000005_080.jpg,640,360,oncoming_car,364,78,421,114
image_000025_009.jpg,640,360,not_coming,117,88,239,133
Dec10_292.jpg,640,360,not_coming,226,87,289,137
pos_image_000005_496.jpg,640,360,oncoming_car,352,86,380,105
pos_image_000005_496.jpg,640,360,oncoming_car,419,78,521,137
pos_image_000005_561.jpg,640,360,oncoming_car,492,78,640,187
pos_image_000005_400.jpg,640,360,not_coming,178,76,289,148
pos_image_000005_400.jpg,640,360,oncoming_car,335,80,377,104
pos_image_000005_400.jpg,640,360,oncoming_car,410,74,480,118
pos_image_000005_547.jpg,640,360,oncoming_car,420,89,493,139
image_000018_012.jpg,640,360,not_coming,226,88,285,135
image_000018_012.jpg,640,360,not_coming,450,95,578,159
Dec10_337.jpg,640,360,not_coming,529,97,640,267
pos_image_000005_454.jpg,640,360,oncoming_car,378,85,409,108
pos_image_000005_454.jpg,640,360,oncoming_car,419,76,493,124
pos_image_000004_007.jpg,640,360,oncoming_car,336,87,361,103
Dec10_079.jpg,640,360,not_coming,136,80,265,171
pos_image_000005_600.jpg,640,360,oncoming_car,289,81,324,104
image_000050_005.jpg,640,360,not_coming,192,69,275,102
pos_image_000004_158.jpg,640,360,oncoming_car,362,73,415,105
pos_image_000005_253.jpg,640,360,oncoming_car,349,80,414,124
pos_image_000005_450.jpg,640,360,oncoming_car,363,79,395,101
pos_image_000005_450.jpg,640,360,oncoming_car,411,65,487,114
Larkspur6_008.jpg,640,360,not_coming,266,102,300,130
Larkspur6_008.jpg,640,360,oncoming_car,323,104,357,130
image_000044_010.jpg,640,360,oncoming_car,323,64,557,204
pos_image_000005_469.jpg,640,360,oncoming_car,387,78,454,121
pos_image_000004_127.jpg,640,360,oncoming_car,337,83,369,103
pos_image_000003_027.jpg,640,360,oncoming_car,311,77,363,106
Larkspur6_005.jpg,640,360,not_coming,255,94,307,132
Larkspur6_005.jpg,640,360,oncoming_car,335,102,363,126
pos_image_000005_055.jpg,640,360,oncoming_car,341,78,441,128
pos_image_000005_180.jpg,640,360,oncoming_car,321,79,366,114
image_000042_009.jpg,640,360,not_coming,444,91,561,146
pos_image_000001_031.jpg,640,360,oncoming_car,354,17,640,203
pos_image_000003_016.jpg,640,360,oncoming_car,343,86,375,108
image_000016_003.jpg,640,360,oncoming_car,188,76,331,195
Larkspur6_009.jpg,640,360,oncoming_car,319,102,352,126
pos_image_000005_473.jpg,640,360,oncoming_car,380,79,447,119
pos_image_000005_130.jpg,640,360,oncoming_car,294,64,346,108
pos_image_000005_298.jpg,640,360,not_coming,5,58,245,214
pos_image_000005_298.jpg,640,360,oncoming_car,370,83,401,109
pos_image_000005_298.jpg,640,360,oncoming_car,307,70,350,106
pos_image_000005_298.jpg,640,360,oncoming_car,437,75,566,140
Dec10_291.jpg,640,360,not_coming,212,85,288,138
pos_image_000004_024.jpg,640,360,oncoming_car,324,83,370,108
Dec10_352.jpg,640,360,not_coming,416,85,640,284
Dec10_001.jpg,640,360,not_coming,366,76,453,134
pos_image_000005_105.jpg,640,360,oncoming_car,292,78,320,101
pos_image_000005_143.jpg,640,360,oncoming_car,294,45,389,124
Dec10_340.jpg,640,360,not_coming,397,74,599,194
pos_image_000005_069.jpg,640,360,oncoming_car,426,43,640,269
Dec10_093.jpg,640,360,not_coming,464,81,512,119
Dec10_158.jpg,640,360,not_coming,307,83,348,113
Larkspur7_012.jpg,640,360,oncoming_car,342,88,451,157
pos_image_000001_014.jpg,640,360,oncoming_car,245,71,303,111
Larkspur3_002.jpg,640,360,oncoming_car,311,91,341,120
pos_image_000001_028.jpg,640,360,oncoming_car,323,36,496,140
pos_image_000005_275.jpg,640,360,oncoming_car,312,67,344,100
pos_image_000005_275.jpg,640,360,oncoming_car,435,44,640,278
Dec10_146.jpg,640,360,not_coming,377,87,478,145
image_000038_008.jpg,640,360,oncoming_car,331,63,425,139
pos_image_000004_043.jpg,640,360,not_coming,369,72,418,103
pos_image_000004_043.jpg,640,360,oncoming_car,324,77,370,107
image_000042_013.jpg,640,360,not_coming,160,92,248,176
image_000042_013.jpg,640,360,not_coming,420,98,484,133
image_000042_013.jpg,640,360,oncoming_car,321,92,367,125
Dec10_290.jpg,640,360,not_coming,197,77,285,144
image_000056_003.jpg,640,360,not_coming,367,84,449,133
pos_image_000001_003.jpg,640,360,oncoming_car,343,85,372,106
image_000019_013.jpg,640,360,not_coming,277,85,376,125
pos_image_000005_241.jpg,640,360,oncoming_car,349,81,404,119
Dec10_030.jpg,640,360,not_coming,141,67,299,169
Dec10_076.jpg,640,360,not_coming,6,47,236,258
pos_image_000004_173.jpg,640,360,oncoming_car,352,72,409,103
pos_image_000005_261.jpg,640,360,oncoming_car,353,71,433,127
image_000024_011.jpg,640,360,oncoming_car,375,87,433,126
pos_image_000004_034.jpg,640,360,not_coming,430,62,527,117
pos_image_000004_034.jpg,640,360,oncoming_car,333,76,377,109
pos_image_000004_031.jpg,640,360,oncoming_car,314,83,360,110
Dec10_092.jpg,640,360,not_coming,294,96,331,122
pos_image_000005_153.jpg,640,360,oncoming_car,324,8,569,135
pos_image_000005_166.jpg,640,360,oncoming_car,341,84,367,103
image_000033_001.jpg,640,360,not_coming,498,102,595,147
image_000033_001.jpg,640,360,not_coming,437,104,496,133
image_000033_001.jpg,640,360,oncoming_car,292,90,334,123
pos_image_000005_366.jpg,640,360,oncoming_car,329,86,353,104
pos_image_000005_392.jpg,640,360,not_coming,268,90,306,115
pos_image_000005_392.jpg,640,360,oncoming_car,330,81,377,106
pos_image_000005_392.jpg,640,360,oncoming_car,432,70,560,135
image_000012_011.jpg,640,360,oncoming_car,309,93,345,123
pos_image_000005_111.jpg,640,360,oncoming_car,295,71,330,102
Larkspur7_017.jpg,640,360,not_coming,460,87,526,141
Larkspur7_017.jpg,640,360,oncoming_car,355,88,469,164
pos_image_000005_397.jpg,640,360,not_coming,298,79,327,103
pos_image_000005_397.jpg,640,360,oncoming_car,350,75,384,105
